Id,0
1,0.08346088
2,0.077727534
3,0.016922567
4,0.12182998
5,0.1645374
6,0.01979501
7,0.03989165
8,0.026989246
10,0.31395188
11,0.008050624
12,0.018568676
13,0.0038588133
14,0.05184459
15,0.05507401
16,0.012866291
17,0.01945436
18,0.0068121497
19,0.19760565
21,0.0052633137
22,0.0101971505
23,0.0018367235
24,0.67226756
25,0.042023413
27,0.08136275
29,0.042264294
31,0.07688197
33,0.016318306
34,0.08682433
35,0.33261123
36,0.10027344
37,0.033372622
39,0.012776341
40,0.011847179
41,0.3840908
42,0.31203845
43,0.13920665
44,0.010125984
45,0.020928778
48,0.008295006
49,0.008136472
50,0.021353329
51,0.0070875534
52,0.0068417136
53,0.008145994
54,0.02704879
55,0.028493052
56,0.0628016
57,0.0022344878
58,0.12741926
59,0.11047452
60,0.05898745
61,0.006619574
62,0.0032444368
63,0.025368711
64,0.009900526
65,0.015811505
66,0.011498275
67,0.008602655
68,0.07479758
69,0.0027074702
70,0.6412502
72,0.12065501
73,0.0049110814
74,0.1213295
75,0.007720192
76,0.018001001
77,0.0983449
78,0.043824434
80,0.013196207
82,0.013598009
83,0.08122736
84,0.005907937
85,0.012464519
86,0.016586527
87,0.05251102
89,0.030941742
90,0.018364295
91,0.043475036
92,0.012443593
93,0.0083064055
94,0.010062575
95,0.0032016265
96,0.073413506
97,0.016494455
98,0.1518958
99,0.013020607
100,0.011655295
101,0.04449022
102,0.04897268
104,0.056528807
106,0.023432119
107,0.38698617
108,0.013138651
109,0.0025329923
110,0.020358166
113,0.017393773
115,0.073380366
116,0.0078518875
118,0.0634721
119,0.012426716
120,0.0037169044
121,0.011227122
122,0.2883974
123,0.017153315
126,0.0057524084
127,0.0043473076
128,0.01339508
130,0.039255098
131,0.015425943
132,0.062326327
133,0.0027129876
134,0.15093367
135,0.1279077
136,0.0034130008
137,0.1753799
138,0.018060759
139,0.0028801688
140,0.012287463
141,0.0040903925
142,0.01210026
144,0.013709986
145,0.43426263
146,0.005241889
147,0.0017307592
148,0.1159747
149,0.0076716733
150,0.057457685
151,0.001424916
152,0.016565554
155,0.01063306
156,0.022362076
157,0.03337497
160,0.015895939
161,0.0021738685
162,0.004452529
164,0.06352313
165,0.011399617
169,0.15387581
170,0.008986801
171,0.0024970663
172,0.0201045
173,0.017896859
174,0.04734155
175,0.019970816
177,0.025614176
178,0.2734752
179,0.0051735416
180,0.0066462266
181,0.065270446
182,0.006336327
183,0.015972877
184,0.00853381
185,0.14387298
187,0.0061076125
188,0.023886872
189,0.07653225
190,0.011107563
191,0.010926753
192,0.042140625
193,0.012900165
194,0.08030649
195,0.0036119472
196,0.036118023
198,0.005801399
200,0.009481064
201,0.10981881
202,0.03479029
203,0.68815553
204,0.018085316
209,0.06463332
211,0.1297501
212,0.04340719
213,0.020460682
214,0.0030637737
216,0.100626186
217,0.005983222
218,0.087084636
219,0.011146084
220,0.0020477274
221,0.021458121
222,0.003095172
223,0.022684444
225,0.0070668724
226,0.0740899
227,0.004992831
228,0.05939842
229,0.04920271
230,0.37082303
231,0.3433086
232,0.01096769
233,0.0057927417
234,0.005502167
237,0.021994615
240,0.019818932
241,0.029736737
242,0.010423571
243,0.0041914824
244,0.016518451
245,0.07110289
246,0.027457686
247,0.020749798
250,0.3438027
252,0.2479088
254,0.07185273
257,0.02681307
259,0.008200819
260,0.16095221
261,0.012972864
262,0.010146553
263,0.0040400554
264,0.05634409
265,0.11601205
266,0.012846551
267,0.066612534
268,0.068303995
269,0.16104713
270,0.011049836
271,0.02034079
272,0.17424515
274,0.0061942083
275,0.005243356
276,0.029161729
278,0.0029561063
279,0.041209966
280,0.011586698
281,0.36843035
282,0.027438072
283,0.048732344
285,0.0067409845
287,0.009141298
288,0.03881269
289,0.07826741
290,0.062421896
291,0.10491017
292,0.004611185
293,0.03320081
294,0.0048686666
295,0.011098616
296,0.019583758
297,0.014290468
298,0.0601604
300,0.005814797
301,0.0542126
302,0.0050526503
303,0.009789195
304,0.009619133
305,0.25025752
306,0.023379764
308,0.3559027
309,0.28319606
310,0.009942744
311,0.4952383
312,0.005206685
313,0.19583507
314,0.016499035
315,0.024411373
316,0.09335897
317,0.20865324
318,0.004434986
320,0.0854551
322,0.02054087
323,0.015423654
324,0.0062943804
325,0.05949648
326,0.004819655
327,0.013345368
328,0.022890164
329,0.032536156
331,0.00959374
332,0.0115971975
333,0.017906567
334,0.04833242
335,0.03239853
336,0.042000294
337,0.0065340344
338,0.16556878
340,0.0077768634
341,0.0017462481
342,0.01379661
343,0.016406404
344,0.027684642
346,0.016460584
348,0.097044855
349,0.013681354
351,0.08173796
352,0.019429917
353,0.003683199
354,0.07082207
355,0.0075826645
356,0.0016127956
358,0.004364151
360,0.19226475
362,0.011600209
363,0.0032503896
364,0.01636138
366,0.14513713
367,0.005952104
368,0.104312144
369,0.0084350435
370,0.5358137
371,0.0035334257
372,0.07640348
373,0.0075116577
374,0.009127815
375,0.0076291445
376,0.0021444722
377,0.028058413
378,0.0040405714
379,0.018581873
380,0.048217356
381,0.0034460565
382,0.03255945
383,0.06186263
385,0.0045924596
386,0.003831044
387,0.0027348564
388,0.010506685
389,0.01922322
390,0.011874916
391,0.002757334
392,0.0032293778
393,0.01663942
394,0.1589913
395,0.005265953
396,0.0021019173
397,0.028114554
398,0.08465726
399,0.032295924
400,0.028025825
