,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,50.81341576576233,1.81229783819707,1.5793817520141602,0.06425292440515902,,2,"{'max_depth': None, 'min_samples_split': 2}",0.8496782434744884,0.9258195634885571,0.9252878653675819,0.9250066365808336,0.9250187895132412,0.9101622196849405,0.030243423518412225,1
1,49.93652815818787,2.3962990454715887,1.5159226894378661,0.05070810459776332,,3,"{'max_depth': None, 'min_samples_split': 3}",0.8490834196516753,0.9266073282240431,0.9237382017990872,0.9245399858457183,0.9227742905136593,0.9093486452068366,0.03015905725295672,2
2,48.890033054351804,0.8542089958139787,1.5863171100616456,0.33078208012910454,,4,"{'max_depth': None, 'min_samples_split': 4}",0.8472946859903381,0.9238993571759925,0.9231725178642759,0.9227669279482751,0.9220595390808157,0.9078386056119394,0.03027782213242972,3
3,33.15647420883179,1.444728808768859,0.6851021766662597,0.0203961488463896,10,2,"{'max_depth': 10, 'min_samples_split': 2}",0.8102535908185006,0.8499005747000853,0.8476754164008008,0.8459068314784673,0.8459903127534135,0.8399453452302534,0.014916714281572103,5
4,30.433791589736938,0.9858659707679732,0.6594424247741699,0.0264054126052574,10,3,"{'max_depth': 10, 'min_samples_split': 3}",0.8075482106327716,0.84954088325317,0.8460745387939544,0.8481401782969568,0.8466091514688217,0.8395825924891349,0.016063121419190456,6
5,29.742975997924805,0.3847165832930822,0.6859271049499511,0.036491090573748886,10,4,"{'max_depth': 10, 'min_samples_split': 4}",0.8093904901780796,0.8515970731279849,0.8489422677254926,0.8458494548012664,0.8443900947722409,0.8400338761210129,0.015523412410754915,4
6,23.95132722854614,0.4147239414442311,0.501606035232544,0.015361044525173203,7,2,"{'max_depth': 7, 'min_samples_split': 2}",0.7987332240776011,0.8263845675171125,0.821002283793683,0.8208411476858738,0.8213171539835195,0.817655675411558,0.009685103700870301,7
7,23.823343753814697,0.19341035319638036,0.506727933883667,0.01661074169699776,7,3,"{'max_depth': 7, 'min_samples_split': 3}",0.7986792829126688,0.8259554105958843,0.8213377032213549,0.8205746779821652,0.8209824787702892,0.8175059106964724,0.00961272546616634,9
8,23.847224092483522,0.23252209513802624,0.5093549251556396,0.028889378703210174,7,4,"{'max_depth': 7, 'min_samples_split': 4}",0.7984294935782259,0.8260925560230102,0.8219863663819139,0.8204663994137678,0.8209000172087421,0.817574966521132,0.009777272217848439,8
9,18.344562292099,0.16010327721161555,0.3930202007293701,0.014418755092643145,5,2,"{'max_depth': 5, 'min_samples_split': 2}",0.7853700889950075,0.8069758055950889,0.8028359072118576,0.801953476416913,0.802519752295537,0.7999310061028808,0.007495064381068921,10
10,18.45321307182312,0.18954605714590975,0.3950634479522705,0.008445166963994284,5,3,"{'max_depth': 5, 'min_samples_split': 3}",0.7853700889950075,0.8069504630809755,0.8028359072118576,0.801953476416913,0.802519752295537,0.7999259376000583,0.007490305712254256,11
11,18.531409883499144,0.15464056708822543,0.4006093978881836,0.018776924138579815,5,4,"{'max_depth': 5, 'min_samples_split': 4}",0.7853700889950075,0.8069504630809755,0.8028359072118576,0.801953476416913,0.802519752295537,0.7999259376000583,0.007490305712254256,11
